id,timestamp,log_type,schema_version,event_name,session_id,attempt_id,browser_id,route,details
log_1757763973711_3978fcgv5,2025-09-13T11:46:13.711Z,frontend,input_change.v1,input_change,session_1757763080934_tj3hw6dyl,log_1757763973711_w7isdlb76,anonymous,/customer/login,"{""app_version"":""web-1.4.2"",""autofill_used"":false,""caps_lock_on"":false,""client_validation_passed"":true,""component"":""unknown"",""details"":{""finalValueLength"":2,""inputId"":""lastName"",""inputName"":""lastName"",""inputType"":""text"",""inputValue"":""dd"",""schema_version"":""input_change.v1"",""trigger"":""blur""},""event_time"":""2025-09-13T11:46:13.711Z"",""finalValueLength"":2,""inputId"":""lastName"",""inputName"":""lastName"",""inputType"":""text"",""inputValue"":""dd"",""password_length"":0,""perf"":{""submit_latency_ms"":0},""submit_trigger"":""blur"",""system_noise"":false,""url"":""http://localhost:5173/customer/login"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"",""username_length"":0,""viewport"":{""height"":695,""width"":767}}"
log_1757763973357_77ppxvhgn,2025-09-13T11:46:13.357Z,frontend,input_change.v1,input_change,session_1757763080934_tj3hw6dyl,log_1757763973357_nt5up2meo,anonymous,/customer/login,"{""app_version"":""web-1.4.2"",""autofill_used"":false,""caps_lock_on"":false,""client_validation_passed"":true,""component"":""unknown"",""details"":{""finalValueLength"":2,""inputId"":""lastName"",""inputName"":""lastName"",""inputType"":""text"",""inputValue"":""dd"",""schema_version"":""input_change.v1"",""trigger"":""debounced_input""},""event_time"":""2025-09-13T11:46:13.357Z"",""finalValueLength"":2,""inputId"":""lastName"",""inputName"":""lastName"",""inputType"":""text"",""inputValue"":""dd"",""password_length"":0,""perf"":{""submit_latency_ms"":0},""submit_trigger"":""debounced_input"",""system_noise"":false,""url"":""http://localhost:5173/customer/login"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"",""username_length"":0,""viewport"":{""height"":695,""width"":767}}"
log_1757763972539_x4ua0yojc,2025-09-13T11:46:12.539Z,frontend,click.v1,click,session_1757763080934_tj3hw6dyl,log_1757763972539_brgo64mzg,anonymous,/customer/login,"{""app_version"":""web-1.4.2"",""autofill_used"":false,""caps_lock_on"":false,""client_validation_passed"":true,""component"":""unknown"",""details"":{""className"":""mt-1 block w-full rounded-md border-gray-300 shadow-sm focus:border-orange-500 focus:ring-orange-500"",""id"":""lastName"",""schema_version"":""click.v1"",""tagName"":""INPUT"",""text"":"""",""trigger"":""click"",""x"":424,""y"":303},""event_time"":""2025-09-13T11:46:12.539Z"",""password_length"":0,""perf"":{""submit_latency_ms"":0},""submit_trigger"":""click"",""system_noise"":false,""url"":""http://localhost:5173/customer/login"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"",""username_length"":0,""viewport"":{""height"":695,""width"":767}}"
log_1757763971957_oodtvvqex,2025-09-13T11:46:11.957Z,frontend,click.v1,click,session_1757763080934_tj3hw6dyl,log_1757763971957_be6nubgiz,anonymous,/customer/login,"{""app_version"":""web-1.4.2"",""autofill_used"":false,""caps_lock_on"":false,""client_validation_passed"":true,""component"":""unknown"",""details"":{""className"":""mb-0 space-y-6"",""id"":"""",""schema_version"":""click.v1"",""tagName"":""FORM"",""text"":""UsernameFirst NameLast NameStreet AddressPostal CodePasswordCreate Account"",""trigger"":""click"",""x"":422,""y"":307},""event_time"":""2025-09-13T11:46:11.957Z"",""password_length"":0,""perf"":{""submit_latency_ms"":0},""submit_trigger"":""click"",""system_noise"":false,""url"":""http://localhost:5173/customer/login"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"",""username_length"":0,""viewport"":{""height"":695,""width"":767}}"
log_1757763971872_jh366kr4e,2025-09-13T11:46:11.872Z,frontend,input_change.v1,input_change,session_1757763080934_tj3hw6dyl,log_1757763971872_ol4nt55vf,anonymous,/customer/login,"{""app_version"":""web-1.4.2"",""autofill_used"":false,""caps_lock_on"":false,""client_validation_passed"":true,""component"":""unknown"",""details"":{""finalValueLength"":2,""inputId"":""firstName"",""inputName"":""firstName"",""inputType"":""text"",""inputValue"":""dd"",""schema_version"":""input_change.v1"",""trigger"":""blur""},""event_time"":""2025-09-13T11:46:11.872Z"",""finalValueLength"":2,""inputId"":""firstName"",""inputName"":""firstName"",""inputType"":""text"",""inputValue"":""dd"",""password_length"":0,""perf"":{""submit_latency_ms"":0},""submit_trigger"":""blur"",""system_noise"":false,""url"":""http://localhost:5173/customer/login"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"",""username_length"":0,""viewport"":{""height"":695,""width"":767}}"
log_1757763971504_p8v2tnlqs,2025-09-13T11:46:11.504Z,frontend,input_change.v1,input_change,session_1757763080934_tj3hw6dyl,log_1757763971504_tcgh66ymz,anonymous,/customer/login,"{""app_version"":""web-1.4.2"",""autofill_used"":false,""caps_lock_on"":false,""client_validation_passed"":true,""component"":""unknown"",""details"":{""finalValueLength"":2,""inputId"":""firstName"",""inputName"":""firstName"",""inputType"":""text"",""inputValue"":""dd"",""schema_version"":""input_change.v1"",""trigger"":""debounced_input""},""event_time"":""2025-09-13T11:46:11.504Z"",""finalValueLength"":2,""inputId"":""firstName"",""inputName"":""firstName"",""inputType"":""text"",""inputValue"":""dd"",""password_length"":0,""perf"":{""submit_latency_ms"":0},""submit_trigger"":""debounced_input"",""system_noise"":false,""url"":""http://localhost:5173/customer/login"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"",""username_length"":0,""viewport"":{""height"":695,""width"":767}}"
log_1757763970763_sc3ii0w9h,2025-09-13T11:46:10.763Z,frontend,click.v1,click,session_1757763080934_tj3hw6dyl,log_1757763970763_ylagfzkug,anonymous,/customer/login,"{""app_version"":""web-1.4.2"",""autofill_used"":false,""caps_lock_on"":false,""client_validation_passed"":true,""component"":""unknown"",""details"":{""className"":""mt-1 block w-full rounded-md border-gray-300 shadow-sm focus:border-orange-500 focus:ring-orange-500"",""id"":""firstName"",""schema_version"":""click.v1"",""tagName"":""INPUT"",""text"":"""",""trigger"":""click"",""x"":200,""y"":304},""event_time"":""2025-09-13T11:46:10.763Z"",""password_length"":0,""perf"":{""submit_latency_ms"":0},""submit_trigger"":""click"",""system_noise"":false,""url"":""http://localhost:5173/customer/login"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"",""username_length"":0,""viewport"":{""height"":695,""width"":767}}"
log_1757763970658_usfce6ddu,2025-09-13T11:46:10.658Z,frontend,input_change.v1,input_change,session_1757763080934_tj3hw6dyl,log_1757763970658_x0wo1qdk8,anonymous,/customer/login,"{""app_version"":""web-1.4.2"",""autofill_used"":false,""caps_lock_on"":false,""client_validation_passed"":true,""component"":""unknown"",""details"":{""finalValueLength"":3,""inputId"":""username"",""inputName"":""username"",""inputType"":""text"",""inputValue"":""sdj"",""schema_version"":""input_change.v1"",""trigger"":""blur""},""event_time"":""2025-09-13T11:46:10.658Z"",""finalValueLength"":3,""inputId"":""username"",""inputName"":""username"",""inputType"":""text"",""inputValue"":""sdj"",""password_length"":0,""perf"":{""submit_latency_ms"":0},""submit_trigger"":""blur"",""system_noise"":false,""url"":""http://localhost:5173/customer/login"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"",""username_length"":0,""viewport"":{""height"":695,""width"":767}}"
log_1757763970094_zbhblcpja,2025-09-13T11:46:10.094Z,frontend,input_change.v1,input_change,session_1757763080934_tj3hw6dyl,log_1757763970094_r635h2w2p,anonymous,/customer/login,"{""app_version"":""web-1.4.2"",""autofill_used"":false,""caps_lock_on"":false,""client_validation_passed"":true,""component"":""unknown"",""details"":{""finalValueLength"":3,""inputId"":""username"",""inputName"":""username"",""inputType"":""text"",""inputValue"":""sdj"",""schema_version"":""input_change.v1"",""trigger"":""debounced_input""},""event_time"":""2025-09-13T11:46:10.094Z"",""finalValueLength"":3,""inputId"":""username"",""inputName"":""username"",""inputType"":""text"",""inputValue"":""sdj"",""password_length"":0,""perf"":{""submit_latency_ms"":0},""submit_trigger"":""debounced_input"",""system_noise"":false,""url"":""http://localhost:5173/customer/login"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"",""username_length"":0,""viewport"":{""height"":695,""width"":767}}"
log_1757763969151_1f22hag50,2025-09-13T11:46:09.151Z,frontend,click.v1,click,session_1757763080934_tj3hw6dyl,log_1757763969151_uv5cnyh1y,anonymous,/customer/login,"{""app_version"":""web-1.4.2"",""autofill_used"":false,""caps_lock_on"":false,""client_validation_passed"":true,""component"":""unknown"",""details"":{""className"":""mt-1 block w-full rounded-md border-gray-300 shadow-sm focus:border-orange-500 focus:ring-orange-500"",""id"":""username"",""schema_version"":""click.v1"",""tagName"":""INPUT"",""text"":"""",""trigger"":""click"",""x"":279,""y"":223},""event_time"":""2025-09-13T11:46:09.151Z"",""password_length"":0,""perf"":{""submit_latency_ms"":0},""submit_trigger"":""click"",""system_noise"":false,""url"":""http://localhost:5173/customer/login"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"",""username_length"":0,""viewport"":{""height"":695,""width"":767}}"
log_1757763968132_orcoq71d6,2025-09-13T11:46:08.132Z,frontend,scroll.v1,scroll,session_1757763080934_tj3hw6dyl,log_1757763968132_j2le0t83r,anonymous,/customer/login,"{""app_version"":""web-1.4.2"",""autofill_used"":false,""caps_lock_on"":false,""client_validation_passed"":true,""component"":""unknown"",""details"":{""clientHeight"":695,""schema_version"":""scroll.v1"",""scrollHeight"":778,""scrollX"":0,""scrollY"":82.4000015258789,""trigger"":""scroll""},""event_time"":""2025-09-13T11:46:08.132Z"",""password_length"":0,""perf"":{""submit_latency_ms"":0},""submit_trigger"":""scroll"",""system_noise"":false,""url"":""http://localhost:5173/customer/login"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"",""username_length"":0,""viewport"":{""height"":695,""width"":767}}"
log_1757763964982_m3i67ejyj,2025-09-13T11:46:04.982Z,frontend,click.v1,click,session_1757763080934_tj3hw6dyl,log_1757763964982_8lucro767,anonymous,/customer/login,"{""app_version"":""web-1.4.2"",""autofill_used"":false,""caps_lock_on"":false,""client_validation_passed"":true,""component"":""unknown"",""details"":{""className"":""text-sm text-orange-600 hover:text-orange-500"",""id"":"""",""schema_version"":""click.v1"",""tagName"":""BUTTON"",""text"":""Already have an account? Sign in"",""trigger"":""click"",""x"":304,""y"":488},""event_time"":""2025-09-13T11:46:04.982Z"",""password_length"":0,""perf"":{""submit_latency_ms"":0},""submit_trigger"":""click"",""system_noise"":false,""url"":""http://localhost:5173/customer/login"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"",""username_length"":0,""viewport"":{""height"":695,""width"":767}}"
log_1757763963313_isx1l9xso,2025-09-13T11:46:03.313Z,frontend,scroll.v1,scroll,session_1757763080934_tj3hw6dyl,log_1757763963313_xo4jcibwu,anonymous,/customer/login,"{""app_version"":""web-1.4.2"",""autofill_used"":false,""caps_lock_on"":false,""client_validation_passed"":true,""component"":""unknown"",""details"":{""clientHeight"":695,""schema_version"":""scroll.v1"",""scrollHeight"":695,""scrollX"":0,""scrollY"":0,""trigger"":""scroll""},""event_time"":""2025-09-13T11:46:03.313Z"",""password_length"":0,""perf"":{""submit_latency_ms"":0},""submit_trigger"":""scroll"",""system_noise"":false,""url"":""http://localhost:5173/customer/login"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"",""username_length"":0,""viewport"":{""height"":695,""width"":767}}"
log_1757763963207_s5dwjhl8e,2025-09-13T11:46:03.207Z,frontend,click.v1,click,session_1757763080934_tj3hw6dyl,log_1757763963207_u95m7a9gm,anonymous,/customer/login,"{""app_version"":""web-1.4.2"",""autofill_used"":false,""caps_lock_on"":false,""client_validation_passed"":true,""component"":""unknown"",""details"":{""className"":""relative block w-full rounded-lg p-12 text-center hover:bg-gray-50 focus:outline-none focus:ring-2 focus:ring-orange-500 border-2 border-gray-300"",""id"":"""",""schema_version"":""click.v1"",""tagName"":""A"",""text"":""Hungry?Order delicious food from local restaurants"",""trigger"":""click"",""x"":345,""y"":538},""event_time"":""2025-09-13T11:46:03.207Z"",""password_length"":0,""perf"":{""submit_latency_ms"":0},""submit_trigger"":""click"",""system_noise"":false,""url"":""http://localhost:5173/customer/login"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"",""username_length"":0,""viewport"":{""height"":695,""width"":767}}"
log_1757763961523_ieb5bzmsp,2025-09-13T11:46:01.523Z,frontend,scroll.v1,scroll,session_1757763080934_tj3hw6dyl,log_1757763961523_6n97agui7,anonymous,/,"{""app_version"":""web-1.4.2"",""autofill_used"":false,""caps_lock_on"":false,""client_validation_passed"":true,""component"":""unknown"",""details"":{""clientHeight"":695,""schema_version"":""scroll.v1"",""scrollHeight"":834,""scrollX"":0,""scrollY"":139.1999969482422,""trigger"":""scroll""},""event_time"":""2025-09-13T11:46:01.523Z"",""password_length"":0,""perf"":{""submit_latency_ms"":0},""submit_trigger"":""scroll"",""system_noise"":false,""url"":""http://localhost:5173/"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"",""username_length"":0,""viewport"":{""height"":695,""width"":767}}"
log_1757763960718_wwwphuudh,2025-09-13T11:46:00.718Z,frontend,scroll.v1,scroll,session_1757763080934_tj3hw6dyl,log_1757763960718_hhrxqjpxv,anonymous,/,"{""app_version"":""web-1.4.2"",""autofill_used"":false,""caps_lock_on"":false,""client_validation_passed"":true,""component"":""unknown"",""details"":{""clientHeight"":695,""schema_version"":""scroll.v1"",""scrollHeight"":834,""scrollX"":0,""scrollY"":52,""trigger"":""scroll""},""event_time"":""2025-09-13T11:46:00.718Z"",""password_length"":0,""perf"":{""submit_latency_ms"":0},""submit_trigger"":""scroll"",""system_noise"":false,""url"":""http://localhost:5173/"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"",""username_length"":0,""viewport"":{""height"":695,""width"":767}}"
